No,Tình,Tên cụm,Loại cụm,Mô tả,Một số điểm trong cụm,Tiếp giáp
89,Khánh Hoà,Ninh Sơn,Cụm nhỏ,"Chinh phục đèo dốc lịch sử Ngoạn Mục, thám hiểm đại thác nguyên sinh miền núi và sinh thái hồ đại ngàn.","• Đèo Sông Pha (Đèo Ngoạn Mục - đoạn Ninh Thuận)

• Thác Chapơr (Bác Ái)

• Hồ Sông Sắt

• Hồ Sông Than

• Thác Savin

• Suối Lạnh Bác Ái

• Vườn trái cây Lâm Sơn","Phan Rang, Cà Ná, Khánh Sơn, Đức Trọng (Lâm Đồng)"
90,Đắk Lắk,Tuy Hòa,Cụm lớn,"Du lịch đô thị biển, thưởng thức ẩm thực cá ngừ đại dương, vãn cảnh núi sông và check-in công viên biểu tượng.","• Thành phố Tuy Hòa

• Bãi biển Tuy Hòa

• Tháp Nghinh Phong

• Núi Nhạn & Tháp Nhạn

• Chùa Bảo Lâm

• Chùa Hồ Sơn

• Bờ kè bờ sông Ba (Quảng Đức)

• Quảng trường 1 Tháng 4

• Chợ đêm Tuy Hòa","Tuy An, Đông Hòa, Vân Hòa"
91,Đắk Lắk,Tuy An,Cụm nhỏ,"Khám phá di sản địa chất độc bản, check-in cảnh quan phim trường, thưởng thức hải sản đầm và nhà thờ di sản cổ.","• Danh thắng Quốc gia Đặc biệt Gành Đá Đĩa

• Hải đăng Gành Đèn

• Bãi Xép (Phim trường ""Tôi thấy hoa vàng trên cỏ xanh"")

• Chùa Mằng Lăng (Lưu giữ cuốn sách chữ Quốc ngữ đầu tiên)

• Đầm Ô Loan

• Danh thắng Hòn Yến

• Cầu gỗ Ông Cọp (Cầu gỗ dài nhất Việt Nam)

• Chùa Thanh Lương (Kiến trúc gáo dừa và san hô)","Tuy Hòa, Sông Cầu, Vân Hòa"
92,Đắk Lắk,Sông Cầu,Cụm nhỏ,"Thám hiểm vịnh biển danh thắng, check-in con đường rẽ sóng giữa biển, bãi biển hoang sơ và đầm tôm hùm.","• Vịnh Xuân Đài

• Đảo Nhất Tự Sơn (Con đường đi bộ rẽ sóng ra đảo)

• Bãi Tràm

• Bãi Ôm - Bãi Rạng

• Đầm Cù Mông

• Bãi Nồm

• Bãi Bầu

• Mũi Từ Lương","Tuy An, Vân Hòa, Quy Nhơn (Bình Định)"
93,Đắk Lắk,Đông Hòa,Cụm nhỏ,"Chinh phục điểm đón bình minh sớm trên đất liền, thám hiểm di tích lịch sử vũng biển huyền thoại và đảo san hô.","• Mũi Điện (Mũi Đại Lãnh) & Hải đăng Đại Lãnh

• Bãi Môn

• Vịnh Vũng Rô

• Di tích Lịch sử Quốc gia Tàu Không số Vũng Rô

• Đảo Hòn Nưa (đoạn Phú Yên)

• Đèo Cả (đoạn Phú Yên)

• Bãi Tiên","Tuy Hòa, Vân Phong (Khánh Hòa)"
94,Đắk Lắk,Vân Hòa,Cụm nhỏ,"Nghỉ dưỡng khí hậu cao nguyên ôn hòa, khám phá đại thác nguyên sinh, suối nước nóng và di tích căn cứ cách mạng.","• Cao nguyên Vân Hòa (""Đà Lạt thu nhỏ của Phú Yên"")

• Nhà thờ Bác Hồ (Sơn Hòa)

• Thiền viện Trúc Lâm Phú Yên

• Thác Vực Hòm

• Thác Vực Cầu

• Buôn Goor

• Thác H'Ly (Sông Hinh)

• Hồ Sông Hinh

• Suối nước nóng Trà Ô

• Di tích Căn cứ Tỉnh ủy Phú Yên","Tuy Hòa, Tuy An, Sông Cầu, M'Drắk (Đắk Lắk)"
95,Đắk Lắk,Buôn Ma Thuột,Cụm lớn,"Thưởng thức thủ phủ cà phê Việt Nam, tham quan bảo tàng kiến trúc độc đáo, văn hóa Tây Nguyên và quần thể đại thác.","• Bảo tàng Thế giới Cà phê

• Làng cà phê Trung Nguyên

• Bảo tàng Đắk Lắk

• Biệt điện Bảo Đại Buôn Ma Thuột

• Chùa Khải Đoan

• Hồ Ea Kao

• Thác Dray Nur

• Thác Đray An Sra

• Đường sách Cà phê Buôn Ma Thuột

• Chợ đêm Buôn Ma Thuột

• Buôn Akŏ Dhông (Buôn Cô Thôn)","Buôn Đôn, Lắk, M'Drắk, Krông Nô (Đắk Nông), Gia Nghĩa (Đắk Nông)"
96,Đắk Lắk,Buôn Đôn,Cụm nhỏ,"Trải nghiệm văn hóa voi huyền thoại, thám hiểm rừng nguyên sinh Yok Đôn và chinh phục cầu treo tre vượt dòng Sêrêpôk.","• Vườn quốc gia Yok Đôn

• Khu du lịch sinh thái Cầu treo Buôn Đôn

• Nhà sàn cổ Amakông

• Mộ Vua săn voi Khunjunob

• Thác Bảy Nhánh

• Buôn Trăng Sók

• Sông Sêrêpôk (đoạn Buôn Đôn)

• Nhà mồ Buôn Đôn","Buôn Ma Thuột, Krông Nô (Đắk Nông)"
97,Đắk Lắk,Lắk,Cụm nhỏ,"Ngoạn cảnh hồ nước tự nhiên lớn nhất Tây Nguyên, chinh phục tảng đá nguyên khối khổng lồ, thăm biệt điện đồi cao và trekking đại ngàn.","• Hồ Lắk

• Biệt điện Bảo Đại (đồi Hồ Lắk)

• Buôn Jun

• Buôn M'Liêng

• Núi Đá Voi Mẹ & Núi Đá Voi Cha (Yang Tao)

• Vườn quốc gia Chư Yang Sin

• Thác Krông Kmar (Krông Bông)

• Thác Búp Lê","Buôn Ma Thuột, Đức Trọng (Lâm Đồng), Đà Lạt (Lâm Đồng), M'Drắk"
98,Đắk Lắk,M'Drắk,Cụm nhỏ,"Trải nghiệm du lịch sinh thái trang trại ""Dubai thu nhỏ"", khám phá đại thác nhiều tầng và các đồi chè, vườn ca cao ngút ngàn.","• Khu du lịch sinh thái M'Drắk

• Thác Dray Kpơr

• Thác Thủy Tiên (Krông Năng)

• Cánh đồng ca cao Krông Pắc

• Đèo Phượng Hoàng (đoạn Đắk Lắk)

• Hồ Krông Búk

• Buôn Jiê Yuk","Buôn Ma Thuột, Lắk, Vân Hòa (Phú Yên), Ninh Hòa (Khánh Hòa)"
99,Gia Lai,Quy Nhơn,Cụm lớn,"Đô thị du lịch biển bán đảo, nghỉ dưỡng biển đảo hoang sơ, khám phá trung tâm khoa học vũ trụ và di sản văn hóa Chăm Pa.","• Bãi biển Quy Nhơn

• Kỳ Co & Eo Gió (Nhơn Lý)

• Bãi Hoàng Hậu & Ghềnh Ráng Tiên Sa

• Mộ nhà thơ Hàn Mặc Tử

• Danh thắng Tháp Đôi

• Bãi Xép Quy Nhơn

• Đảo Hòn Khô (Nhơn Hải)

• Cù Lao Xanh (Nhơn Châu)

• Đầm Thị Nại & Cầu Thị Nại

• Tượng Phật Chùa Linh Phong (Chùa Ông Núi - Cát Tiến)

• Trung tâm Khám phá Khoa học ExploraScience

• Tháp Bánh Ít (Tuy Phước)

• Quảng trường Nguyễn Tất Thành

• Chợ đêm Quy Nhơn","Tây Sơn, Hoài Nhơn, Sông Cầu (Phú Yên)"
100,Gia Lai,Tây Sơn,Cụm nhỏ,"Hành hương cội nguồn phong trào Tây Sơn, thưởng thức võ thuật truyền thống, thám hiểm sông suối đại ngàn và di tích tháp Chăm.","• Bảo tàng Quang Trung

• Khu du lịch sinh thái Hầm Hố

• Danh thắng Tháp Dương Long

• Đàn tế Trời Đất Suối Cả

• Tháp Canh Tiên

• Làng nghề đúc đồng Bằng Châu

• Làng nghề nón Ngựa Phú Gia

• Hồ Núi Một

• Di tích Bán đảo Núi Bà","Quy Nhơn, Hoài Nhơn, An Khê (Gia Lai)"
101,Gia Lai,Hoài Nhơn,Cụm nhỏ,"Khám phá thắng cảnh địa chất độc đáo vách đá rồng, nghỉ dưỡng khí hậu cao nguyên hoang sơ và trải nghiệm sinh thái sông suối, làng nghề.","• Danh thắng Mũi Vi Rồng (Tân Phụng - Phù Mỹ)

• Đầm Trà Oa (Trà Lộc)

• Bãi biển An Lương

• Bãi biển Hoài Nhơn (Tam Quan)

• Cao nguyên An Lão

• Thác Tà Má (Vĩnh Thạnh)

• Đèo Cù Mông (đoạn Bình Định)

• Làng chiếu Bồng Sơn

• Cảng cá Tam Quan","Quy Nhơn, Tây Sơn, Kbang (Gia Lai), Sông Cầu (Phú Yên)"
102,Gia Lai,Pleiku,Cụm lớn,"Trải nghiệm đô thị cao nguyên xanh, thưởng thức không gian văn hóa Cồng chiêng, ngoạn cảnh lòng hồ núi lửa và kiến trúc chùa di sản.","• Biển Hồ (Hồ T'Nưng)

• Núi lửa Chư Đăng Ya

• Biển Hồ Chè

• Chùa Minh Thành

• Quảng trường Đại Đoàn Kết

• Núi Hàm Rồng (Chư H'Drông)

• Nhà máy Thủy điện Ialy

• Chùa Bửu Minh

• Đồi cỏ hồng Hà Bầu

• Học viện Bóng đá HAGL","Kbang, An Khê, Ayun Pa"
103,Gia Lai,Kbang,Cụm nhỏ,"Thám hiểm ""Đại ngàn Tây Nguyên"", trekking chinh phục đại thác nguyên sinh giữa rừng già và khám phá khu bảo tồn thiên nhiên thế giới.","• Thác K50 (Thác Hang Én)

• Khu bảo tồn thiên nhiên Kon Chư Răng

• Vườn quốc gia Kon Ka Kinh

• Thác K40

• Bãi đá cổ Làng Mơ Hra

• Di tích Lịch sử Vườn Cam

• Thác 5 Tầng Kbang","Pleiku, An Khê, Tây Sơn (Bình Định), Hoài Nhơn (Bình Định)"
104,Gia Lai,An Khê,Cụm nhỏ,"Tìm hiểu di tích lịch sử Quốc gia Đặc biệt Tây Sơn Thượng Đạo, trekking đèo núi lịch sử và suối khoáng nóng thiên nhiên.","• Quần thể Di tích Quốc gia Đặc biệt Tây Sơn Thượng Đạo (An Khê Trường, An Khê Đình, Lũy An Khê)

• Thị xã An Khê

• Đèo An Khê

• Thác Chín Tầng

• Suối khoáng nóng Lệ Bắc

• Làng cổ Cho Rơng","Pleiku, Kbang, Ayun Pa, Tây Sơn (Bình Định)"
105,Gia Lai,Ayun Pa,Cụm nhỏ,"Thám hiểm đại thác nước hùng vĩ, trải nghiệm hồ thủy lợi đại ngàn, du lịch sinh thái biên giới và di tích lịch sử chiến tranh.","• Thác Phú Cường (Chư Sê)

• Hồ Ayun Hạ

• Thị xã Ayun Pa

• Thác Mơ (Chư Prông)

• Cửa khẩu Quốc tế Lệ Thanh (Đức Cơ)

• Tượng đài Chiến thắng Đường 7 - Sông Bờ

• Thác Làng Sơr","Pleiku, An Khê, Buôn Ma Thuột (Đắk Lắk), M'Drắk (Đắk Lắk)"
106,Quảng Ngãi,Quảng Ngãi,Cụm lớn,"Thắng cảnh núi sông biểu tượng, tắm biển bãi cát mịn, thăm khu chứng tích di sản lịch sử và thưởng thức ẩm thực đặc sản.","• Thành phố Quảng Ngãi

• Núi Thiên Ấn & Chùa Thiên Ấn

• Mộ Cụ Huỳnh Thúc Kháng

• Bãi biển Mỹ Khê (Quảng Ngãi)

• Khu chứng tích Sơn Mỹ (Mỹ Lai)

• Bờ kè Cổ Lũy

• Cảng Sa Kỳ (Đầu mối đi Lý Sơn)

• Bãi biển Bình Sơn / Dung Quất

• Bảo tàng Quảng Ngãi

• Chợ đêm Quảng Ngãi","Sa Huỳnh, Trà Bồng, Ba Tơ, Lý Sơn (đường thủy)"
107,Quảng Ngãi,Lý Sơn,Cụm nhỏ,"Du lịch nghỉ dưỡng đảo núi lửa độc bản, chiêm ngưỡng kiệt tác địa chất tự nhiên, lặn ngắm san hô và thưởng thức tỏi Lý Sơn.","• Đảo Lý Sơn (Đảo Lớn)

• Đảo Bé (An Bình)

• Cổng Tỏ Vò

• Đỉnh Thới Lới

• Hang Cầu

• Chùa Hang

• Chùa Đục

• Hải đăng Lý Sơn

• Hòn Mù U

• Giếng Tiền

• Dinh An Vĩnh",Kết nối đường thủy với Quảng Ngãi
108,Quảng Ngãi,Sa Huỳnh,Cụm nhỏ,"Thám hiểm di chỉ Văn hóa cổ Sa Huỳnh, trải nghiệm làng muối trắng ngút ngàn, du lịch làng cổ ven biển và tắm bãi biển hoang sơ.","• Bãi biển Sa Huỳnh

• Đầm An Khê

• Làng cổ Gò Cỏ

• Làng muối Sa Huỳnh

• Khu di tích Văn hóa Sa Huỳnh

• Bãi Hóc Mó

• Mũi Sa Huỳnh

• Chùa Am Trích","Quảng Ngãi, Ba Tơ, Hoài Nhơn (Bình Định)"
109,Quảng Ngãi,Ba Tơ,Cụm nhỏ,"Khám phá đại thác nước trắng đẹp nhất miền Trung, hành hương di tích khởi nghĩa lịch sử, trekking đèo Vi Ô Lắc và hồ tự nhiên.","• Thác Trắng Minh Long

• Di tích Lịch sử Quốc gia Đặc biệt Khởi nghĩa Ba Tơ

• Đèo Vi Ô Lắc (đoạn Quảng Ngãi)

• Hồ Núi Ngang

• Thác Cao Muôn

• Suối nước nóng Thạch Bích","Quảng Ngãi, Sa Huỳnh, Trà Bồng, Măng Đen (Kon Tum)"
110,Quảng Ngãi,Trà Bồng,Cụm nhỏ,"Thám hiểm đỉnh núi cao hùng vĩ, du lịch sinh thái xứ sở quế, vãn cảnh điện thờ linh thiêng và thám hiểm suối thác nguyên sinh.","• Núi Cà Đăm

• Di tích Điện Trường Bà

• Thác Cà Đắc

• Thác Cổ Lạc

• Rừng quế Trà Bồng

• Thác Thạch Bích (Trà Bồng)

• Hồ Liệt Sơn","Quảng Ngãi, Ba Tơ"
111,Quảng Ngãi,Kon Tum,Cụm lớn,"Tham quan kiến trúc nhà thờ gỗ độc đáo, trải nghiệm văn hóa nhà rông sông Đắk Bla, di tích lịch sử và ẩm thực phố núi.","• Thành phố Kon Tum

• Nhà thờ Gỗ Kon Tum (Nhà thờ Chánh tòa)

• Tòa Giám mục Kon Tum

• Nhà rông Kon Klor

• Cầu treo Kon Klor

• Di tích Lịch sử Ngục Kon Tum

• Sông Đắk Bla

• Làng du lịch cộng đồng Kon Ktu / Bơ Yầu","Măng Đen, Ngọc Hồi, Pleiku (Gia Lai)"
112,Quảng Ngãi,Măng Đen,Cụm nhỏ,"Nghỉ dưỡng khí hậu cao nguyên ôn đới, săn mây đại ngàn, chiêm bái di tích tâm linh và khám phá đại thác - hồ sinh thái.","• Khu du lịch Măng Đen

• Hồ Đắk Ke

• Thác Pa Sỹ

• Chùa Khánh Lâm

• Tượng Đức Mẹ Măng Đen

• Làng du lịch cộng đồng Kon Pring

• Đồi cỏ Măng Đen

• Thác Đắk Ke

• Êban Farm

• Đèo Vi Ô Lắc (đoạn Kon Tum)","Kon Tum, Ngọc Linh, Ba Tơ (Quảng Ngãi), Kbang (Gia Lai)"
113,Quảng Ngãi,Ngọc Hồi,Cụm nhỏ,"Check-in mốc tọa độ Ngã ba Đông Dương ""một con gà gáy ba nước cùng nghe"", di tích chiến trường lịch sử và du lịch biên giới.","• Cột mốc biên giới 3 nước Việt Nam - Lào - Campuchia (Ngã ba Đông Dương)

• Cửa khẩu Quốc tế Pờ Y

• Di tích Lịch sử Quốc gia Đặc biệt Đắk Tô - Tân Cảnh

• Tượng đài Chiến thắng Đắk Tô

• Đồi Chư Tan Kra

• Thác Đắk Lung

• Làng Đắk Răng","Kon Tum, Măng Đen, Ngọc Linh"
114,Quảng Ngãi,Ngọc Linh,Cụm nhỏ,"Thám hiểm đỉnh núi cao nhất Tây Nguyên, trekking rừng sâm quốc bảo Ngọc Linh, khám phá Vườn quốc gia và đèo dốc đại ngàn.","• Đỉnh núi Ngọc Linh

• Rừng Sâm Ngọc Linh

• Vườn quốc gia Chư Mom Ray

• Thác Đắk Năng

• Đèo Lò Xo (đoạn Kon Tum)

• Làng Tu Mơ Rông

• Thác Siu Puông","Kon Tum, Măng Đen, Ngọc Hồi"
115,Thành phố Đà Nẵng,Đà Nẵng,Cụm lớn,"Đô thị du lịch biển hiện đại, bán đảo sinh thái, danh thắng núi đá vôi tâm linh và trải nghiệm ẩm thực - giải trí sông nước.","• Bãi biển Mỹ Khê

• Bãi biển Phạm Văn Đồng

• Bán đảo Sơn Trà (Chùa Linh Ứng Sơn Trà, Đỉnh Bàn Cờ, Cây đa ngàn năm, Mũi Nghẹt, Bãi Bạc)

• Danh thắng Ngũ Hành Sơn (Chùa Tam Thai, Chùa Linh Ứng Ngũ Hành Sơn, Động Huyền Không, Động Âm Phủ)

• Bãi biển Non Nước

• Làng đá mỹ nghệ Non Nước

• Cầu Rồng & Cầu Sông Hàn

• Cầu Trần Thị Lý

• Chợ Hàn & Chợ Cồn

• Bảo tàng Điêu khắc Chăm

• Nhà thờ Chính Tòa (Nhà thờ Con Gà)

• Công viên Châu Á (Asia Park)

• Du thuyền Sông Hàn

• Công viên APEC","Bà Nà, Hội An, Hoàng Sa (đường thủy)"
116,Thành phố Đà Nẵng,Bà Nà,Cụm nhỏ,"Nghỉ dưỡng khí hậu cao nguyên đỉnh núi, tổ hợp giải trí phong cách châu Âu, trải nghiệm Cầu Vàng biểu tượng và tắm khoáng suối nóng.","• Sun World Ba Na Hills (Cầu Vàng, Làng Pháp, Chùa Linh Ứng Bà Nà, Đỉnh Chúa)

• Khu du lịch sinh thái Núi Chúa

• Suối khoáng nóng Núi Thần Tài

• Khu du lịch sinh thái Hòa Phú Thành (Trượt thác)

• Khu du lịch sinh thái Ngầm Đôi

• Công viên sinh thái Lái Thiêu Đà Nẵng

• Làng cổ Tú Túy

• Đèo Hải Vân (đoạn Đà Nẵng)

• Gành Nam Ô","Đà Nẵng, Hội An, Đông Giang"
117,Thành phố Đà Nẵng,Hoàng Sa,Cụm nhỏ,"Du lịch di sản chủ quyền biển đảo thiêng liêng, tìm hiểu lịch sử bảo vệ biển đảo và khám phá hệ sinh thái san hô hải đảo.","• Quần đảo Hoàng Sa (Đảo Hoàng Sa, Đảo Phú Lâm, Đảo Quang Hòa...)

• Nhà trưng bày Hoàng Sa",Kết nối đường thủy / đường hàng không với Đà Nẵng
118,Thành phố Đà Nẵng,Hội An,Cụm lớn,"Khám phá Di sản Văn hóa Thế giới phố cổ, trải nghiệm làng nghề di sản truyền thống, show diễn nghệ thuật quy mô và sinh thái sông nước - bãi biển.","• Phố cổ Hội An

• Chùa Cầu

• Nhà cổ Tấn Ký & Nhà cổ Phùng Hưng

• Hội quán Phúc Kiến & Hội quán Quảng Đông

• Làng gốm Thanh Hà

• Làng rau Trà Quế

• Làng mộc Kim Bồng

• Rừng dừa Bảy Mẫu (Cẩm Thanh)

• Bãi biển Cửa Đại

• Bãi biển An Bàng

• Chợ Hội An

• Công viên Văn hóa Ấn Tượng Hội An (Sân khấu Ký ức Hội An)

• VinWonders Nam Hội An","Đà Nẵng, Bà Nà, Mỹ Sơn, Tam Kỳ, Cù Lao Chàm (đường thủy)"
119,Thành phố Đà Nẵng,Cù Lao Chàm,Cụm nhỏ,"Thám hiểm Khu dự trữ sinh quyển thế giới quần đảo hoang sơ, lặn ngắm san hô, check-in di tích cổ Chăm Pa và thưởng thức hải sản đảo.","• Quần đảo Cù Lao Chàm (Hòn Lao, Hòn Dài, Hòn Mồ, Hòn Khô, Hòn Lá)

• Bãi Xếp & Bãi Chồng

• Bãi Hương & Bãi Bàng

• Chùa Hải Tạng

• Giếng cổ Chăm

• Khu bảo tồn biển Cù Lao Chàm

• Hải đăng Cù Lao Chàm",Kết nối đường thủy với Hội An
120,Thành phố Đà Nẵng,Mỹ Sơn,Cụm nhỏ,"Thám hiểm Di sản Văn hóa Thế giới quần thể tháp Chăm Pa cổ trong thung lũng, tìm hiểu lịch sử kiến trúc và làng dệt lụa truyền thống.","• Khu di sản văn hóa thế giới Thánh địa Mỹ Sơn

• Kinh thành Trà Kiệu

• Tháp Chăm Bằng An

• Làng ươm tơ dệt lụa Mã Châu

• Làng đúc đồng Phước Kều

• Dù Dù Mỹ Sơn","Hội An, Đà Nẵng, Tam Kỳ, Đông Giang"
121,Thành phố Đà Nẵng,Tam Kỳ,Cụm lớn,"Chiêm ngưỡng tượng đài di sản Mẹ Việt Nam, khám phá làng bích họa ven biển, du lịch sinh thái lòng hồ rộng lớn và làng cổ di sản.","• Thành phố Tam Kỳ

• Tượng đài Mẹ Việt Nam Anh hùng (Mẹ Thứ)

• Làng họa bích Tam Thanh

• Bãi biển Tam Thanh

• Khu du lịch sinh thái Hồ Phú Ninh

• Làng cổ Lộc Yên (Tiên Phước)

• Hang Dơi Tiên An

• Thác Ồ Ồ

• Địa đạo Kỳ Anh

• Bãi biển Rạng (Núi Thành)

• Sân bay Chu Lai","Hội An, Mỹ Sơn, Trà My, Quảng Ngãi"
122,Thành phố Đà Nẵng,Đông Giang,Cụm nhỏ,"Thám hiểm du lịch sinh thái vùng cao, cắm trại Cổng Trời núi rừng, trải nghiệm đồi chè ngút ngàn và văn hóa bản địa Cơ Tu.","• Khu du lịch sinh thái Cổng Trời Đông Giang

• Đồi chè Đông Giang

• Làng du lịch cộng đồng Bhờ Hồồng

• Làng Đơng Bốt

• Đỉnh Lợp (Tây Giang)

• Rừng Pơmu Tây Giang

• Thác Grăng (Nam Giang)

• Cửa khẩu Quốc tế Nam Giang","Bà Nà, Mỹ Sơn, Trà My, Kon Tum"
123,Thành phố Đà Nẵng,Trà My,Cụm nhỏ,"Thám hiểm vùng đất quốc bảo Sâm Ngọc Linh, trekking đại ngàn Tây Quảng Nam, khám phá đại thác nhiều tầng và văn hóa Ca Dong, Xơ Đăng.","• Vùng Sâm Ngọc Linh Nam Trà My

• Thác 5 Tầng Trà My

• Thủy điện Sông Tranh 2

• Nóc Tơ Dra

• Làng cổ Tak Pỏ

• Thác Nước 3 Tầng Tiên Phước","Tam Kỳ, Đông Giang, Ngọc Linh (Kon Tum), Ba Tơ (Quảng Ngãi)"
124,Thành phố Huế,Huế,Cụm lớn,"Thám hiểm quần thể di sản Cố đô, kiến trúc lăng tẩm hoàng gia, văn hóa ẩm thực Cung đình và du lịch sông Hương thơ mộng.","• Đại Nội Huế (Kinh thành Huế, Ngọ Môn, Điện Thái Hòa, Tử Cấm Thành)

• Lăng Minh Mạng

• Lăng Tự Đức

• Lăng Khải Định

• Lăng Gia Long

• Lăng Đồng Khánh

• Chùa Thiên Mụ

• Sông Hương & Cầu Tràng Tiền

• Chùa Từ Hiếu

• Điện Hòn Chén

• Cung An Định

• Đàn Nam Giao

• Chợ Đông Ba

• Làng hương Thủy Xuân

• Cầu ngói Thanh Toàn

• Công viên Hồ Thủy Tiên

• Núi Ngự Bình

• Bảo tàng Cổ vật Cung đình Huế","Tam Giang, Phong Điền, Lăng Cô, A Lưới, Đông Hà (Quảng Trị)"
125,Thành phố Huế,Lăng Cô,Cụm nhỏ,"Nghỉ dưỡng vịnh biển đẹp thế giới, thám hiểm Vườn quốc gia Bạch Mã, tắm suối rừng nguyên sinh và ngoạn cảnh đèo ven biển.","• Vịnh Lăng Cô

• Vườn quốc gia Bạch Mã (Hải Vọng Đài, Thác Đỗ Quyên, Ngũ Hồ)

• Đầm Lập An

• Bãi biển Cảnh Dương

• Bãi biển Bình An

• Suối Voi (Suối Mơ - Phú Lộc)

• Thiền viện Trúc Lâm Bạch Mã

• Đèo Hải Vân (đoạn Thừa Thiên Huế)

• Chân Mây

• Bãi biển Lộc Bình","Huế, Tam Giang, A Lưới, Đà Nẵng, Bà Nà (Đà Nẵng)"
126,Thành phố Huế,Tam Giang,Cụm nhỏ,"Khám phá hệ sinh thái đầm phá lớn nhất Đông Nam Á, chèo SUP ngắm hoàng hôn, thám hiểm rừng ngập mặn Rú Cha và bãi biển tự nhiên.","• Đầm Tam Giang

• Đầm Chuồn (Đầm Cầu Hai - Tam Giang)

• Rừng ngập mặn Rú Cha

• Bãi biển Thuận An

• Bãi biển Hải Dương

• Bãi biển Tân Mỹ

• Đầm Hà Trung

• Bãi biển Quảng Ngạn

• Làng chài Thái Dương Hạ

• Làng nghề đan đát Thủy Lập","Huế, Phong Điền, Lăng Cô"
127,Thành phố Huế,Phong Điền,Cụm nhỏ,"Trải nghiệm tắm khoáng nóng thư giãn, khám phá làng cổ di sản kiến trúc nhà rường và du lịch sinh thái sông Ô Lâu.","• Làng cổ Phước Tích

• Khu du lịch Suối khoáng nóng Alba Thanh Tân

• Bãi biển Điền Lộc

• Sông Ô Lâu

• Chiến khu Hòa Mỹ

• Làng nghề rèn Hiền Lương

• Làng đệm bàng Phước Yên","Huế, Tam Giang, A Lưới, Đông Hà (Quảng Trị)"
128,Thành phố Huế,A Lưới,Cụm nhỏ,"Thám hiểm đại ngàn Trường Sơn, tắm suối khoáng nóng núi rừng, tìm hiểu di tích chiến trường lịch sử và văn hóa bản địa Pa Cô, Tà Ôi.","• Thị trấn A Lưới

• Thác A Nôr

• Suối khoáng nóng A Roàng

• Đồi A Bia (Hamburger Hill)

• Đường Hồ Chí Minh qua A Lưới

• Đèo Pải Kơ

• Làng văn hóa các dân tộc A Lưới

• Thác Par Le

• Cửa khẩu A Đớt","Huế, Phong Điền, Lăng Cô, Đông Giang (Quảng Nam)"
129,Quảng Trị,Đồng Hới,Cụm lớn,"Du lịch biển đô thị, thưởng thức hải sản miền Trung, check-in đồi cát sa mạc và tham quan di tích lịch sử - kiến trúc cổ.","• Thành phố Đồng Hới

• Bãi biển Nhật Lệ

• Bãi biển Bảo Ninh

• Bãi biển Đá Nhảy

• Đồi cát Quang Phú

• Tượng đài Mẹ Suốt

• Quảng Bình Quan

• Phế tích Nhà thờ Tam Tòa

• Thành cổ Đồng Hới

• Hồ Phú Vinh

• Chợ Đồng Hới","Phong Nha, Vũng Chùa, Lệ Thủy"
130,Quảng Trị,Phong Nha,Cụm lớn,"Thám hiểm Di sản Thiên nhiên Thế giới vương quốc hang động, trekking rừng nguyên sinh, trải nghiệm sông ngầm và du lịch sinh thái mạo hiểm.","• Vườn quốc gia Phong Nha - Kẻ Bàng

• Hang Sơn Đoòng

• Động Phong Nha

• Động Tiên Sơn

• Động Thiên Đường

• Suối Nước Moọc

• Sông Chày - Hang Tối

• Hang Én

• Hang Va

• Hang Chà Lòi

• Công viên Ozo

• Hang Pygmy

• Thung lũng Bồng Lai (Bong Lai Valley)

• Đèo Da Dẽ","Đồng Hới, Vũng Chùa, Lệ Thủy, Khe Sanh (Quảng Trị)"
131,Quảng Trị,Vũng Chùa,Cụm nhỏ,"Hành hương tri ân lịch sử tâm linh, ngoạn cảnh đèo biển hùng vĩ, trải nghiệm làng chài bãi biển và giao thương chợ phiên.","• Vũng Chùa - Đảo Yến (Mộ Đại tướng Võ Nguyên Giáp)

• Đèo Ngang

• Hoành Sơn Quan

• Làng chài Cảnh Dương

• Bãi biển Cảnh Dương

• Chợ Ba Đồn

• Sông Gianh (đoạn Ba Đồn)

• Đèo Lý Hòa","Đồng Hới, Phong Nha, Hà Tĩnh"
132,Quảng Trị,Lệ Thủy,Cụm nhỏ,"Chiêm bái các ngôi chùa cổ tâm linh, tắm suối khoáng nóng phục hồi sức khỏe, thăm nhà lưu niệm danh nhân và dã ngoại hồ sinh thái.","• Nhà lưu niệm Đại tướng Võ Nguyên Giáp (Lệ Thủy)

• Suối khoáng nóng Bang

• Chùa Hoằng Phúc

• Núi Thần Đinh

• Hồ An Ma

• Bãi biển Ngư Thủy

• Bàu Sen Lệ Thủy","Đồng Hới, Phong Nha, Vĩnh Linh (Quảng Trị)"
133,Quảng Trị,Vĩnh Linh,Cụm nhỏ,"Thám hiểm di tích lịch sử DMZ vĩ tuyến 17, khám phá địa đạo dưới lòng đất, tắm biển lịch sử, vãn cảnh hải đăng và giếng cổ di sản.","• Đôi bờ Hiền Lương - Sông Bến Hải (Cầu Hiền Lương)

• Địa đạo Vịnh Mốc

• Bãi biển Cửa Tùng

• Hải đăng Mũi Lay

• Nghĩa trang Liệt sĩ Quốc gia Trường Sơn

• Quần thể Giếng cổ Gio An

• Bãi biển Cửa Việt","Đồng Hới (Quảng Bình), Lệ Thủy (Quảng Bình), Đông Hà, Khe Sanh"
